練馬土支田店,,,-5878,名詞,固有名詞,地域,一般,*,*,練馬土支田店,*,*,seven-tenpo
ラーメン,,,-3200,名詞,固有名詞,一般,*,*,*,ラーメン,*,*,meal
レジ打ち,,,-3200,名詞,固有名詞,一般,*,*,*,レジ打ち,*,*,seven-job
